sampleid	ATTRIBUTE_MostAbundant	ATTRIBUTE_SampleType	ATTRIBUTE_Site_code	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
metabolite10125	Limu	Coral,Limu,CCA	M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10125.0"",""main.cluster index_upperinput"":""10125.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.8502	5.8502	0	N/A	N/A	25838105.88	22	-1	22	365.2693	1	365.2693	25838105.88
metabolite10126	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10126.0"",""main.cluster index_upperinput"":""10126.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.389	5.389	0	N/A	N/A	199915053.1	26	-1	26	468.3299	1	468.3299	199915053.1
metabolite1013	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1013.0"",""main.cluster index_upperinput"":""1013.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.1163	9.1163	0	N/A	N/A	175118059.3	56	-1	56	676.8646	1	676.8646	175118059.3
metabolite10131	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10131.0"",""main.cluster index_upperinput"":""10131.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=46&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	2.2027	2.2027	0	N/A	N/A	203575562.9	20	46	20	171.9931	1	171.9931	203575562.9
metabolite10135	Limu	Coral,Limu	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10135.0"",""main.cluster index_upperinput"":""10135.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=357&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.8747	7.8747	0	N/A	N/A	31652261.93	15	357	15	325.274	1	325.274	31652261.93
metabolite10138	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10138.0"",""main.cluster index_upperinput"":""10138.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.3735	9.3735	0	N/A	N/A	52882098.66	46	-1	46	676.8645	1	676.8645	52882098.66
metabolite10139	Limu	Limu	M6,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10139.0"",""main.cluster index_upperinput"":""10139.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.7907	0.7907	0	N/A	N/A	25687649.47	10	147	10	256.0818	1	256.0818	25687649.47
metabolite10140	Limu	Limu	M3,M6,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10140.0"",""main.cluster index_upperinput"":""10140.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.2413	9.2413	0	N/A	N/A	7860800.008	8	16	8	383.3308	1	383.3308	7860800.008
metabolite10142	Limu	Limu	M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10142.0"",""main.cluster index_upperinput"":""10142.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=342&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.6383	0.6383	0	N/A	N/A	10085102.39	3	342	3	244.1119	1	244.1119	10085102.39
metabolite10143	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10143.0"",""main.cluster index_upperinput"":""10143.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=64&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.1412	7.1412	0	N/A	N/A	703149022.2	46	64	46	288.922	1	288.922	703149022.2
metabolite10144	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10144.0"",""main.cluster index_upperinput"":""10144.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.7079	5.7079	0	N/A	N/A	41405181.13	25	-1	25	389.2679	1	389.2679	41405181.13
metabolite10149	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10149.0"",""main.cluster index_upperinput"":""10149.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=593&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.6381	0.6381	0	N/A	N/A	48894191.27	29	593	29	285.1448	1	285.1448	48894191.27
metabolite10150	Limu	Limu	M3,M6,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10150.0"",""main.cluster index_upperinput"":""10150.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.0161	9.0161	0	N/A	N/A	8967062.33	9	-1	9	383.3307	1	383.3307	8967062.33
metabolite10151	Limu	Limu	M3,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10151.0"",""main.cluster index_upperinput"":""10151.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=244&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.1472	6.1472	0	N/A	N/A	7398199.809	4	244	4	548.3944	1	548.3944	7398199.809
metabolite10153	Limu	Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10153.0"",""main.cluster index_upperinput"":""10153.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.7064	5.7064	0	N/A	N/A	12178025.35	11	165	11	399.2136	1	399.2136	12178025.35
metabolite10156	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10156.0"",""main.cluster index_upperinput"":""10156.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=270&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.6008	0.6008	0	N/A	N/A	393575145.6	31	270	31	217.1548	1	217.1548	393575145.6
metabolite10157	CCA	Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10157.0"",""main.cluster index_upperinput"":""10157.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.4885	5.4885	0	N/A	N/A	80977923.57	16	-1	16	345.1678	1	345.1678	80977923.57
metabolite10161	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10161.0"",""main.cluster index_upperinput"":""10161.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=670&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.6385	9.6385	0	N/A	N/A	50352440.27	33	670	33	948.8118	1	948.8118	50352440.27
metabolite10164	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10164.0"",""main.cluster index_upperinput"":""10164.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=297&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.4899	5.4899	0	N/A	N/A	34688892.66	22	297	22	365.2689	1	365.2689	34688892.66
metabolite10175	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10175.0"",""main.cluster index_upperinput"":""10175.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.5731	5.5731	0	N/A	N/A	10716617.91	23	-1	23	249.1844	1	249.1844	10716617.91
metabolite10178	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10178.0"",""main.cluster index_upperinput"":""10178.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.9241	4.9241	0	N/A	N/A	62056763.5	35	-1	35	309.2053	1	309.2053	62056763.5
metabolite10190	Limu	Limu	M3,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10190.0"",""main.cluster index_upperinput"":""10190.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=254&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.3899	6.3899	0	N/A	N/A	101048275.7	9	254	9	947.4898	1	947.4898	101048275.7
metabolite10191	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10191.0"",""main.cluster index_upperinput"":""10191.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=96&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.9934	9.9934	0	N/A	N/A	220686705.4	59	96	59	2032.5996	2	1016.7998	220686705.4
metabolite10196	Limu	Limu,CCA	M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10196.0"",""main.cluster index_upperinput"":""10196.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.2855	6.2855	0	N/A	N/A	18497195.18	11	-1	11	403.2453	1	403.2453	18497195.18
metabolite10198	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10198.0"",""main.cluster index_upperinput"":""10198.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.0576	6.0576	0	N/A	N/A	93486958.42	19	-1	19	351.2529	1	351.2529	93486958.42
metabolite102	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""102.0"",""main.cluster index_upperinput"":""102.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=582&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.0107	9.0107	0	N/A	N/A	3704293952	80	582	80	408.3083	1	408.3083	3704293952
metabolite10201	Limu	Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10201.0"",""main.cluster index_upperinput"":""10201.0""}"	This Node is a Singleton	N/A	N/A	N/A	7.3182	7.3182	0	N/A	N/A	6449333.492	9	-1	9	349.2519	1	349.2519	6449333.492
metabolite10206	Limu	Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10206.0"",""main.cluster index_upperinput"":""10206.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.7334	6.7334	0	N/A	N/A	8784326.193	11	-1	11	415.322	1	415.322	8784326.193
metabolite10207	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10207.0"",""main.cluster index_upperinput"":""10207.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	DEOXYGUANOSINE	0.989735	0.9281	0.9281	0	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1	CCMSLIB00005464400	117977100.1	51	147	51	290.0861	1	290.0861	117977100.1
metabolite10208	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10208.0"",""main.cluster index_upperinput"":""10208.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.5528	3.5528	0	N/A	N/A	21035210.41	27	-1	27	279.1206	1	279.1206	21035210.41
metabolite1021	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1021.0"",""main.cluster index_upperinput"":""1021.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=91&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	3.0864	3.0864	0	N/A	N/A	75321508.49	113	91	113	476.3074	1	476.3074	75321508.49
metabolite10212	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10212.0"",""main.cluster index_upperinput"":""10212.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.799	4.799	0	N/A	N/A	44457337.19	15	-1	15	405.2266	1	405.2266	44457337.19
metabolite10217	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10217.0"",""main.cluster index_upperinput"":""10217.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=193&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.8482	5.8482	0	N/A	N/A	43911866.97	22	193	22	703.3882	1	703.3882	43911866.97
metabolite10220	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10220.0"",""main.cluster index_upperinput"":""10220.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.4578	7.4578	0	N/A	N/A	256160756.4	31	11	31	184.9858	1	184.9858	256160756.4
metabolite10221	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10221.0"",""main.cluster index_upperinput"":""10221.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=114&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.1859	7.1859	0	N/A	N/A	11455384.99	16	114	16	315.2317	1	315.2317	11455384.99
metabolite10222	Coral	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10222.0"",""main.cluster index_upperinput"":""10222.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=60&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.277	4.277	0	N/A	N/A	637263031.1	45	60	45	154.9904	1	154.9904	637263031.1
metabolite10223	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10223.0"",""main.cluster index_upperinput"":""10223.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=96&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	9.9731	9.9731	0	N/A	N/A	372256481.3	59	96	59	2032.6018	2	1016.8009	372256481.3
metabolite10227	Limu	Coral,Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10227.0"",""main.cluster index_upperinput"":""10227.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=979&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.8113	6.8113	0	N/A	N/A	8472948.551	12	979	12	347.2579	1	347.2579	8472948.551
metabolite10232	Limu	Limu	M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10232.0"",""main.cluster index_upperinput"":""10232.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=198&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.3264	4.3264	0	N/A	N/A	16728442.92	6	198	6	746.4237	2	373.7118	16728442.92
metabolite10235	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10235.0"",""main.cluster index_upperinput"":""10235.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=64&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.993	4.993	0	N/A	N/A	494798303.7	50	64	50	288.9219	1	288.9219	494798303.7
metabolite10238	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10238.0"",""main.cluster index_upperinput"":""10238.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1263&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.9846	5.9846	0	N/A	N/A	83612036.26	20	1263	20	283.2051	1	283.2051	83612036.26
metabolite10245	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10245.0"",""main.cluster index_upperinput"":""10245.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=769&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.6204	5.6204	0	N/A	N/A	32814395.95	21	769	21	327.218	1	327.218	32814395.95
metabolite10246	CCA	Limu,CCA	M3,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10246.0"",""main.cluster index_upperinput"":""10246.0""}"	This Node is a Singleton	N/A	N/A	N/A	7.9599	7.9599	0	N/A	N/A	5264783.178	6	-1	6	415.321	1	415.321	5264783.178
metabolite10250	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10250.0"",""main.cluster index_upperinput"":""10250.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.8665	5.8665	0	N/A	N/A	15482074.78	18	-1	18	389.2677	1	389.2677	15482074.78
metabolite10252	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10252.0"",""main.cluster index_upperinput"":""10252.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.2244	5.2244	0	N/A	N/A	28743273.85	24	-1	24	389.2314	1	389.2314	28743273.85
metabolite10254	Limu	Coral,Limu,CCA	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10254.0"",""main.cluster index_upperinput"":""10254.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=75&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.8071	6.8071	0	N/A	N/A	44719833.41	16	75	16	385.2348	1	385.2348	44719833.41
metabolite10257	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10257.0"",""main.cluster index_upperinput"":""10257.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.5234	9.5234	0	N/A	N/A	155328958.6	53	-1	53	535.2702	1	535.2702	155328958.6
metabolite10258	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10258.0"",""main.cluster index_upperinput"":""10258.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.437	5.437	0	N/A	N/A	43192702.66	30	-1	30	391.2446	1	391.2446	43192702.66
metabolite10260	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10260.0"",""main.cluster index_upperinput"":""10260.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=613&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.7306	6.7306	0	N/A	N/A	16401724.56	14	613	14	376.2857	1	376.2857	16401724.56
