"","featureID","p_val","sum_sq","f_val","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","adj_p_val","Limu_MA","Coral_MA","CCA_MA","sample_type_DA","CCA","Coral","Limu","MeanDecreaseAccuracy","MeanDecreaseGini","RF_selection","LM_selection","X","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","Smiles","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","cluster.index","componentindex","number.of.spectra","parent.mass","precursor.charge","precursor.mass","sum.precursor.intensity.","MolNetEnhancer_CF_componentindex","MolNetEnhancer_CF_NrNodes","MolNetEnhancer_CF_kingdom","MolNetEnhancer_CF_kingdom_score","MolNetEnhancer_CF_superclass","MolNetEnhancer_CF_superclass_score","MolNetEnhancer_CF_class","MolNetEnhancer_CF_class_score","MolNetEnhancer_CF_subclass","MolNetEnhancer_CF_subclass_score","MolNetEnhancer_CF_Dparent","MolNetEnhancer_CF_Dparent_score","MolNetEnhancer_CF_MFramework","MolNetEnhancer_CF_MFramework_score","Qemistree_csi_smiles","Qemistree_ms2_smiles","Qemistree_ms2_library_match","Qemistree_structure_source","Qemistree_kingdom","Qemistree_superclass","Qemistree_class","Qemistree_subclass","Qemistree_direct_parent"
"89","id_36475",6.54243281361573e-28,773.730112076427,124.845805796147,5.54592877555097,1.21427090604698e-10,-0.0788983130995272,0.984009912247467,-5.6248270886505,1.21428644916932e-10,3.51285025872407e-25,-0.861274136155286,4.76355295249521,-0.782375823055758,"Coral",0.00227142857142857,0.00317345399698341,0.00168571428571429,0.00232671709142297,0.163969830562643,"Important","Significant","id_36475","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36475.0"""",""""main.cluster index_upperinput"""":""""36475.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",3.7552,3.7552,0,"N/A","N/A",355195400,35,36475,118,35,374.2906,1,374.2906,355195400,"118",85,"Organic compounds",0.97647059,"Benzenoids",0.40898693,"Benzene and substituted derivatives",0.35828665,"Benzoic acids and derivatives",0.35093371,"Benzoic acid esters",0.35093371,"Aromatic homomonocyclic compounds",0.35812325,"CCCCCCCCCCC(CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C)O","missing","missing","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"90","id_36578",7.81586011823839e-19,333.690038134518,65.1093148079525,3.64925255977334,1.21454069024196e-10,-0.0339305913878858,0.996400832008187,-3.68318315116123,1.21503362926489e-10,2.33144212564044e-16,-0.861274136155286,2.82190901500594,-0.8273435447674,"Coral",0.00338021978021978,0.00156721611721612,0.0024008658008658,0.0022250805856069,0.260618907900527,"Important","Significant","id_36578","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36578.0"""",""""main.cluster index_upperinput"""":""""36578.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",7.9416,7.9416,0,"N/A","N/A",61221790,28,36578,20,28,631.3633,1,631.3633,61221790,"20",8,"Organic compounds",0.875,"Lipids and lipid-like molecules",0.59821429,"Prenol lipids",0.46428571,"Terpene lactones",0.3125,"Terpene lactones",0.17857143,"Aliphatic heteropolycyclic compounds",0.43303571,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"91","id_36592",1.51958772832584e-21,390.56961175983,80.4173852599565,3.94914735084217,1.21440191236388e-10,-0.0339305913878851,0.996202399227379,-3.98307794223006,1.21452847778869e-10,4.70721521689859e-19,-0.861274136155286,3.12180380607477,-0.8273435447674,"Coral",0.00399885163855752,0.00262900925445683,0.00291483516483517,0.00322768817706898,0.279992673005099,"Important","Significant","id_36592","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""36592.0"""",""""main.cluster index_upperinput"""":""""36592.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=629&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.9441,5.9441,0,"N/A","N/A",40816940,32,36592,629,32,708.3047,1,708.3047,40816940,"629",15,"Organic compounds",0.8,"Lipids and lipid-like molecules",0.27111111,"Prenol lipids",0.25444444,"",0.16111111,"Macrolactams",0.09444444,"Aromatic heteropolycyclic compounds",0.32777778,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"92","id_37",3.99635350641305e-09,635.688671202503,23.6099845166993,-5.18087769866935,2.87451302760644e-08,-5.17314963207496,1.46973144565798e-06,0.00772806659439507,0.999962645583917,1.7588323027678e-07,2.34646030065282,2.33873223405842,7.51960993272778,"CCA",0.00113181818181818,0.00131578947368421,0.00125213675213675,0.00124019262391355,0.159087202792411,"Important","Significant","id_37","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""37.0"""",""""main.cluster index_upperinput"""":""""37.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",4.9693,4.9693,0,"N/A","N/A",21712870000,67,37,71,67,457.4003,1,457.4003,21712870000,"71",26,"Organic compounds",0.96153846,"Lipids and lipid-like molecules",0.75819597,"Prenol lipids",0.59407814,"Triterpenoids",0.35424298,"Triterpenoids",0.35424298,"Aliphatic homopolycyclic compounds",0.55595238,"CCCCCCCCCCCCCCCC(=NCCOCCOCCN=C(CCC)O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"93","id_370",5.93878171309864e-08,82.4454873469788,19.7422665023746,1.51237998183925,3.11000952644136e-05,2.23044341936236,1.56394030836893e-07,0.718063437523113,0.132341989344102,1.7393071969926e-06,6.53085801611019,5.81279457858708,4.30041459674783,"CoralLimu",0.00184637862137862,0.000671052631578947,0.00478754578754579,0.00220228882132907,0.213603297932054,"Important","Significant","id_370","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""370.0"""",""""main.cluster index_upperinput"""":""""370.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5194,0.5194,0,"N/A","N/A",812047000,97,370,85,97,309.9745,1,309.9745,812047000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"94","id_371",1.48008414126626e-08,11.1388686753283,21.7074495820644,-0.176890748682596,0.272761526353846,-0.850138694740514,1.50304436674631e-08,-0.673247946057918,3.23395181456299e-06,5.36963859178311e-07,4.83368262017083,5.50693056622875,5.68382131491134,"CoralCCA",0.000917647058823529,0.000990449866610857,0.00246435786435786,0.00130159709571474,0.181819420708598,"Important","Significant","id_371","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""371.0"""",""""main.cluster index_upperinput"""":""""371.0""""}","This Node is a Singleton","N/A","N/A","N/A",3.2013,3.2013,0,"N/A","N/A",551199200,103,371,-1,103,301.0731,1,301.0731,551199200,"S48",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"95","id_381",2.57485797498984e-08,54.8953849241969,20.9177484361056,1.36056709917344,2.36814944354347e-06,1.72534742638306,2.95319606657962e-07,0.36478032720962,0.429998238399366,8.67694817178585e-07,6.04071998842351,5.67593966121389,4.31537256204045,"CoralLimu",0.00246546786546787,0.000295360195360195,0.00346363636363636,0.00181273138920338,0.263996699071681,"Important","Significant","id_381","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""381.0"""",""""main.cluster index_upperinput"""":""""381.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5176,0.5176,0,"N/A","N/A",539488500,99,381,-1,99,311.9717,1,311.9717,539488500,"S50",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"C1=C(C(=C(C=C1OC(=O)O)OC(=O)O)N)OC(=O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"96","id_404",1.39955437977439e-06,147.852667944251,15.4711860926693,-2.70448197121762,9.22332022867955e-07,-1.9025457621556,0.00356158220304381,0.801936209062028,0.327608149792352,2.4665231892129e-05,2.77711870250468,1.97518249344265,4.67966446466028,"CCA",0.00305641025641026,0.0014047619047619,0.000375757575757576,0.00174514180965794,0.168739189149362,"Important","Significant","id_404","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""404.0"""",""""main.cluster index_upperinput"""":""""404.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=801&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","","Pheophorbide A","0.750679",9.404,9.404,0,"CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C","CCMSLIB00000076748",224947900,75,404,801,75,593.2756,1,593.2756,224947900,"801",5,"Organic compounds",1,"Lipids and lipid-like molecules",0.30357143,"Prenol lipids",0.30357143,"",0.38928571,"Tigliane and ingenane diterpenoids",0.16428571,"Aromatic heteropolycyclic compounds",0.55714286,"C=CC1=C2C=C3C(=C(CC)C(=CC4=NC5=C(C(C(=O)C5=C4C)C(=O)OC)C6=NC(=CC(=C1C)N2)C(C)C6CCC(=O)O)N3)C","CCC1=C2C=C3C(=C4C(=O)C(C(=C5C(C(C(=N5)C=C6C(=C(C(=CC(=C1C)N2)N6)C=C)C)C)CCC(=O)O)C4=N3)C(=O)OC)C","Pheophorbide A","MS2","Organic compounds","Organoheterocyclic compounds","Tetrapyrroles and derivatives","Chlorins","Chlorins"
"97","id_411",2.4847653722049e-12,366.353668991599,35.3226423496309,0.185654992443002,0.930521134147211,4.55575229596009,1.63031699251803e-10,4.37009730351709,2.01258454346487e-10,2.47065435898003e-10,4.71939981370206,0.349302510184965,0.163647517741961,"Limu",0.000676190476190476,0.000794047619047619,0.00351666666666667,0.00133770001927897,0.255977221727682,"Important","Significant","id_411","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""411.0"""",""""main.cluster index_upperinput"""":""""411.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5362,0.5362,0,"N/A","N/A",179460200,37,411,-1,37,540.8922,1,540.8922,179460200,"S54",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"98","id_423",7.2968705700437e-05,107.529307451365,10.4932992910693,2.19633635463257,0.000115559052263459,0.33905009755922,0.835588245232469,-1.85728625707335,0.00508798204899441,0.00058072130011,4.37851279877388,6.23579905584722,4.03946270121466,"Coral",0.00245177567530509,0.00217435064935065,6e-04,0.00192706155632985,0.148898433694143,"Important","Significant","id_423","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""423.0"""",""""main.cluster index_upperinput"""":""""423.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=147&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1","2'-deoxyadenosine","0.982281",0.8065,0.8065,0,"N/A","CCMSLIB00004719800",1168424000,91,423,147,91,252.1091,1,252.1091,1168424000,"147",41,"Organic compounds",0.87804878,"Organoheterocyclic compounds",0.2188734,"Purine nucleosides",0.13519164,"",0.207259,"Purine nucleosides",0.08278165,"Aromatic heteropolycyclic compounds",0.42266744,"C1C(CO)OC(C1O)N2C=NC3=C2N=CN=C3N","missing","2'-deoxyadenosine","CSIFingerID","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 3'-deoxyribonucleosides","Purine 3'-deoxyribonucleosides"
"99","id_44249",2.76591373618242e-13,285.638203079157,39.1524395684337,-3.36819667509286,1.37906353003814e-10,-3.63298248175651,3.8025471660319e-10,-0.26478580666365,0.850884786228606,3.37525291382019e-11,-0.861274136155286,-0.596488329491637,2.77170834560122,"CCA",0.00125964912280702,0.00180769230769231,0.00120769230769231,0.00146868726419432,0.143357520106906,"Important","Significant","id_44249","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""44249.0"""",""""main.cluster index_upperinput"""":""""44249.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",4.7357,4.7357,0,"N/A","N/A",169890400,22,44249,71,22,455.3845,1,455.3845,169890400,"71",26,"Organic compounds",0.96153846,"Lipids and lipid-like molecules",0.75819597,"Prenol lipids",0.59407814,"Triterpenoids",0.35424298,"Triterpenoids",0.35424298,"Aliphatic homopolycyclic compounds",0.55595238,"CCCCCCC(CC=CCCCCCCCC(=NCCCC(C(=O)[O-])[N+](C)(C)C)O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"100","id_453",3.56045469458148e-05,98.7834019182689,11.367706837937,2.23598971459843,1.95935805636926e-05,1.34263009936658,0.0412380667983034,-0.893359615231845,0.219863920548267,0.00032735048070958,2.71498787170113,3.60834748693297,1.37235777233455,"CoralLimu",0.00346147186147186,0.00200179492849771,0.000607142857142857,0.00222214902772178,0.234592657152325,"Important","Significant","id_453","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""453.0"""",""""main.cluster index_upperinput"""":""""453.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=241&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","InChI=1S/C19H38O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h18-19,21-22H,3-16H2,1-2H3","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate","0.714209",8.343,8.343,0,"CCCCCCCCCCCCCC(O)CC(O)COC(C)=O","CCMSLIB00000846264",88269960,73,453,241,73,331.2848,1,331.2848,88269960,"241",19,"Organic compounds",1,"Lipids and lipid-like molecules",0.92992899,"Fatty Acyls",0.77788221,"Fatty alcohols",0.47170008,"Long-chain fatty alcohols",0.26388889,"Aliphatic acyclic compounds",0.7816416,"CCCCCCCCCCCCCCCC(=O)OCC(CO)O","CCCCCCCCCCCCCC(O)CC(O)COC(C)=O","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate","MS2","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols"
"101","id_474",3.16922342981528e-05,203.466757143667,11.51073934518,1.28728793701171,0.138218616945672,3.73109899102756,1.73026289931322e-05,2.44381105401586,0.00499590629421132,0.000297840437616479,5.34398027173591,2.90016921772005,1.61288128070834,"Limu",0.00178518670871612,0.000337254901960784,0.00172222222222222,0.00122918610723489,0.138209322769235,"Important","Significant","id_474","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""474.0"""",""""main.cluster index_upperinput"""":""""474.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=122&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5187,0.5187,0,"N/A","N/A",415795100,61,474,122,61,182.9622,1,182.9622,415795100,"122",2,"Organic compounds",1,"Organohalogen compounds",0.83333333,"Organofluorides",0.41666667,"",0.58333333,"Organofluorides",0.41666667,"Aliphatic acyclic compounds",0.83333333,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"102","id_49",1.03897840876079e-07,81.9702102608969,18.9664503697231,1.57764329460697,1.94133692005272e-05,2.17787936055135,4.47533816783086e-07,0.600236065944378,0.252212843052706,2.77083844508588e-06,8.85061102358776,8.25037495764338,6.67273166303641,"CoralLimu",0.00229883800410116,0.000653968253968254,0.00453333333333333,0.00220766400411443,0.261486582197862,"Important","Significant","id_49","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""49.0"""",""""main.cluster index_upperinput"""":""""49.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5199,0.5199,0,"N/A","N/A",8501215000,105,49,85,105,265.0156,1,265.0156,8501215000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"COC1=C(C=C(C(=C1)N(=O)=O)OS(=O)(=O)O)N","missing","missing","CSIFingerID","Organic compounds","Benzenoids","Benzene and substituted derivatives","Nitrobenzenes","Nitrophenyl ethers"
"103","id_524",1.90861952975114e-07,166.996689848987,18.132702718434,0.307674445675862,0.80070707867296,3.15872288319937,5.25323279432222e-07,2.85104843752351,3.2629736776979e-06,4.60240170437596e-06,5.15540360432382,2.30435516680032,1.99668072112445,"Limu",0.00026031746031746,0.00195463441786971,0.00807364302364302,0.00290534577639841,0.284230911235098,"Important","Significant","id_524","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""524.0"""",""""main.cluster index_upperinput"""":""""524.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=617&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","","Loliolide","0.779862",3.5975,3.5975,0,"CC1(CC(CC2(C1=CC(=O)O2)C)O)C","CCMSLIB00004680136",191134700,71,524,617,71,197.1173,1,197.1173,191134700,"617",6,"Organic compounds",1,"Organoheterocyclic compounds",0.44444444,"Prenol lipids",0.29861111,"",0.29861111,"Sesquiterpenoids",0.21527778,"Aliphatic homomonocyclic compounds",0.31944444,"CC(C)C1CCC(=CC1=O)CC(=O)O","CC1(CC(CC2(C1=CC(=O)O2)C)O)C","Loliolide","MS2","Organic compounds","Organoheterocyclic compounds","Benzofurans","unclassified","Benzofurans"
"104","id_53",9.53068173096312e-06,308.020049594988,13.0068147754411,1.84259101491496,0.0505077683461302,4.59969436394673,4.80505000166609e-06,2.75710334903177,0.00640434923512745,0.000113887404541806,8.69257142853566,5.93546807950389,4.09287706458893,"Limu",0.000579185520361991,0.000358333333333333,0.00354920634920635,0.00108291306175094,0.218790509513638,"Important","Significant","id_53","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""53.0"""",""""main.cluster index_upperinput"""":""""53.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5206,0.5206,0,"N/A","N/A",5731317000,86,53,85,86,223.989,1,223.989,5731317000,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"C1=C(N(C(=C1S(=O)(=O)O)O)C(=O)O)O","missing","missing","CSIFingerID","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","1-sulfo,2-unsubstituted aromatic compounds"
"105","id_56380",2.95316261511464e-14,209.549939806439,43.2318403576328,-2.90215894004092,1.23255183837045e-10,-3.08671659606261,1.79431136615449e-10,-0.184557656021692,0.888564991255587,4.32450394584242e-12,-0.861274136155286,-0.676716480133594,2.22544245990733,"CCA",0.00368069430569431,0.00223891402714932,0.00098010878010878,0.00244671855921856,0.212273015559087,"Important","Significant","id_56380","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""56380.0"""",""""main.cluster index_upperinput"""":""""56380.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.0983,6.0983,0,"N/A","N/A",92507070,24,56380,9,24,359.2177,1,359.2177,92507070,"9",57,"Organic compounds",0.94736842,"Lipids and lipid-like molecules",0.28285993,"Carboxylic acids and derivatives",0.24096352,"Amino acids, peptides, and analogues",0.22227792,"Ergosterols and derivatives",0.04181286,"Aromatic heteropolycyclic compounds",0.24952659,"CC(C)(C)C(=NC(CCCC(C(=O)O)N=C(C(C)(C)C)O)C(=O)O)O","missing","missing","CSIFingerID","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-alpha amino acids"
"106","id_578",5.37500022968507e-17,212.984621997646,55.7699830102978,0.0124795421460431,0.999115868545213,3.40813446511328,1.21462839786091e-10,3.39565492296724,1.21455956403338e-10,1.35282037030886e-14,2.80190007234914,-0.593754850618105,-0.606234392764147,"Limu",0.000656565656565657,0.000839869281045752,0.00355021645021645,0.00138277773735091,0.0954735964045531,"Important","Significant","id_578","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""578.0"""",""""main.cluster index_upperinput"""":""""578.0""""}","This Node is a Singleton","N/A","N/A","N/A",4.6676,4.6676,0,"N/A","N/A",27669760,20,578,-1,20,645.4945,1,645.4945,27669760,"S72",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"107","id_59505",1.65831282026749e-11,220.598340059468,32.1441566450236,-2.97961991318623,5.91172222286218e-10,-3.16417756920792,8.90342000126054e-09,-0.184557656021692,0.919903336421584,1.48400571715937e-09,-0.861274136155286,-0.676716480133594,2.30290343305264,"CCA",0.00125,0.000625,0.00117142857142857,0.000927233524988943,0.167840228595174,"Important","Significant","id_59505","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""59505.0"""",""""main.cluster index_upperinput"""":""""59505.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=353&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.4797,6.4797,0,"N/A","N/A",95609030,21,59505,353,21,333.2061,1,333.2061,95609030,"353",2,"Organic compounds",1,"Lipids and lipid-like molecules",0.8452381,"Fatty Acyls",0.61904762,"Eicosanoids",0.46428571,"Prostaglandins and related compounds",0.30952381,"Aliphatic homomonocyclic compounds",0.30952381,"CC#CCCC(C=CC1CCC(=O)C1CC=CCCCC(=O)O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"108","id_625",4.12801667189625e-07,139.539591092594,17.0895958198206,2.3131402166607,5.28243572206488e-06,2.5945794827777,1.10247414921716e-05,0.281439266117002,0.849594420939695,8.80827328041607e-06,2.93351547401839,2.65207620790139,0.338935991240689,"CoralLimu",0.00228141025641026,0.000182417582417582,0.00145714285714286,0.00121688496982615,0.103214255968944,"Important","Significant","id_625","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""625.0"""",""""main.cluster index_upperinput"""":""""625.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1220&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","InChI=1S/C19H38O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-18(21)15-19(22)16-23-17(2)20/h18-19,21-22H,3-16H2,1-2H3","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]","0.76448",8.3383,8.3383,0,"CCCCCCCCCCCCCC(O)CC(O)COC(C)=O","CCMSLIB00005723208",61706030,60,625,1220,60,313.2738,1,313.2738,61706030,"1220",2,"Organic compounds",1,"Lipids and lipid-like molecules",0.87301587,"Fatty Acyls",0.87301587,"Fatty alcohols",0.49206349,"Long-chain fatty acids",0.25396825,"Aliphatic acyclic compounds",0.74603175,"CCCCCCCCCCCCCCCC(=O)OCCC=O","CCCCCCCCCCCCCC(O)CC(O)COC(C)=O","NCGC00178646-02!2,4-dihydroxyheptadecyl acetate [IIN-based: Match]","MS2","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols","Long-chain fatty alcohols"
